index,name,location,location1,location2,date,content,result,site
120292,michael morey lord of diversity word is my bond,east,Hertfordshire,,2020-12-20,Well trump what was your gift to America drink bleach and do nothing about the virus mass deaths don't lecture us imbecile UK fights new coronavirus strain that is more contagious https://t.co/sY58kcy0VJ via https://t.co/pevjdAZF6l,0,Hertfordshire
120481,ASUC,Bordon,Hampshire,,2020-12-20,As before Construction can continue to work. https://t.co/8SDYhYqpdF,1,Hampshire
120388,Cllr Darren Watt - Cowdenbeath ??????????????????,Cowdenbeath,Fife,,2020-12-20,"For the latest up-to-date information regarding local leisure facilities, please visit Fife Sports and Leisure Trust (@FifeLeisure) ??https://t.co/0oYZ2KTkh0 https://t.co/g7lGOO8w3D",1,Fife
120620,Graham Palmer ??????????,Torbay,England,,2020-12-20,Latest gvt advice. UK is becoming cut off. Wow! #UKlockout #COVID19 https://t.co/x8d56epLJi,3,Torbay
120476,Jake Collinson,Sunderland,England,,2020-12-20,Blimey https://t.co/6PAThLdJel,3,Sunderland
120564,Jake Collinson,Sunderland,England,,2020-12-20,"We'll all be in Tier 4 soon enough anyway, this is their way of putting us into a ""lockdown"" , stopping short of saying that by implementing a Tier 4. https://t.co/moB1g1K7Xs",1,Sunderland
120186,YOU ARE UGLY BUT I ??????????????,Stoke-on-Trent,England,,2020-12-20,Stand in a line and count urself ?????? https://t.co/RomGAQ41zF,1,Stoke-on-Trent
120356,Dave Adcock,Southampton,England,,2020-12-20,Isn¡¯t a new variant by definition ¡®like nothing we¡¯ve seen so far?¡¯ @TomClarke_ITV Hence ¡®new¡¯ and ¡®variant.¡¯ #Covid_19 #newstrain https://t.co/JtbJRKyfTh,1,Southampton
120413,Sailing ??,Southampton,England,,2020-12-20,Covid-19 outbreak forces cancellation of Sydney to Hobart #yacht race https://t.co/u6TSOguGPU,2,Southampton
120568,Sailing ??,Southampton,England,,2020-12-20,Cricket Australia not panicking over Covid-19 outbreak but doubts over Sydney to Hobart race https://t.co/xsQuHDwloJ,2,Southampton
120209,ozzie_the_owl_54,Sheffield,England,,2020-12-20,@Anthony46022585 @JimDavisOnAir @bbc5live Where R the figures I presented you with coming from Covid19 Beta Dashboard;  https://t.co/nBfMAqALvc,2,Sheffield
120300,Work Life Gypsy,Sheffield,England,,2020-12-20,"Istanbul...??#Sheffield #covid19 #coronavirus #bachelorlife #turkish #turkishfood #charcoalgrill #takeaway #kebab #meat #salad #bread #weststreetsheffield @ Istanbul Restaurant, Sheffield https://t.co/kSDq0GV8ct",2,Sheffield
120617,Simon Murch,Sheffield,England,,2020-12-20,Action needed now to stop Tories' disastrous Covid-19 policies https://t.co/xtS90215Zj via @SocialistWorker,1,Sheffield
120377,emma major,Reading,England,,2020-12-20,Christmas memoriesOf many shapes and sizesNothing like this yearThis year we will findNew ways to connect in loveKeeping us all safe #digitalart #poetry #Haiku #Christmas #tier4 #lockdown #family #love #covid19 https://t.co/rgYxYYtPLn,3,Reading
120435,Andrew Leason,Reading,England,,2020-12-20,Well I never... https://t.co/2U0Ij7YoNe,0,Reading
120629,Andrew Leason,Reading,England,,2020-12-20,Gee I never.... https://t.co/zorNK2eKVH,0,Reading
120412,Chris Overthrow,Portsmouth,England,,2020-12-20,@mrandrewmoon I am almost certain I have the coronavirus. My girlfriend and her manager and colleague are all positive and I will be taking a test tomorrow.Boxing day game is the one thing I can look forward to this week so I am praying the rest of the team stay negative,1,Portsmouth
120593,Martyn Reah,Portsmouth,England,,2020-12-20,@jrichardson_j @GavinWilliamson @educationgovuk Tweeted this yesterday Seems obvious to me ....Maybe just maybe teachers know what is happening on the ground with the spread of covid-19 and the new mutation ..... https://t.co/9DntEfn5e6Rather than threatening legal action how about trying listening @GavinWilliamson? https://t.co/yEjpqPXEUh,1,Portsmouth
120184,Ben Wimbush,Manchester,England,,2020-12-20,"Meanwhile In The UK the new tier system &amp; reduced Xmas Celebrations All Add Up To Ppl Like Kevin Panic Buying #HasmaskSuits #covid19, #fuckyou2020 #fuckyoucovid19 #laughorcry #doordie #coronavirusisnojoke #laughteristhebestmedicine #tiersystem https://t.co/1KgCSAxK6g",1,Manchester
120210,Neil Clough,Manchester,England,,2020-12-20,Thanks for having us on @PaulCKSedulo #takingcareofbusiness https://t.co/cj0aUns7y9,3,Manchester
120330,Jo Taylor,Manchester,England,,2020-12-20,Oh dear let¡¯s hope track &amp; trace is working ??#COVID19 https://t.co/HBsSQM3NJA,1,Manchester
120353,militaria collector,Luton,England,,2020-12-20,"@itvnews It created a panic, hundreds of people crammed onto trains will only perpetuate the spread of covid 19 #COVIDIOTS #christmascancelled #Covid_19 #CovidChristmas #COVID19",1,Luton
120364,"Dr Omar Layth Qassid, FRCPath(UK) iFCAP(USA)",Leicester,England,,2020-12-20,"A serious research must be conducted on high MGO #Manuka in the treatment of moderate #Covid19 infection. I have tried as a treatment and used it as a prophylaxis during the pandemic. Because of the ridiculous price in Britain, I had to consume it sensibly and when I stopped ...",1,Leicester
120303,Marc Bailey,Leeds,England,,2020-12-20,Looking like I¡¯ll be waiting a while to pee on those flies ?? on the @AirportSchipol urinals ?????¡á? https://t.co/2wYxk6Hv5c,2,Leeds
120396,Dr Alex Dunhill,Leeds,England,,2020-12-20,"@carolineinnes99 @Joshua_J19 @paddysa1 @JuliaHB1 1 in every 1000 people in the UK have died from Covid19. If you had filled Wembley Stadium to capacity with people randomly drawn from the UK population in January 2019, 90 of them would now be dead from Covid19. That isn't something to make light of, right?",2,Leeds
120462,Diary of a Disabled Person,Leeds,England,,2020-12-20,"Every single person fleeing a Tier 4 zone to bring the new strain of COVID19 to the already struggling North, who've been brutally &amp;  unfairly penalised by restrictions that took no account of actual case numbers, should be deeply ashamed of themselves. Bunch of selfish pricks.",1,Leeds
120493,Marc Bailey,Leeds,England,,2020-12-20,We are ~200 #COVID19 admissions from the April peak in terms of bed occupancy. Before Christmas Mixing in the context of a more virulent mutant strain. And the hospital admission data lags by approx 3 days. Winter is no longer coming Winter is here https://t.co/6ti2S83qKm,2,Leeds
120233,Carl Arrowsmith,Derby,England,,2020-12-20,"China lied, people died #Covid_19 https://t.co/en3sW9KNFa",2,Derby
120403,Suzanne,Bury,England,,2020-12-20,Can Gary off Facebook go and explain instead? https://t.co/oQqxCT6LMD,1,Bury
120565,Martin Riley,Birmingham,England,,2020-12-20,Thread of the year so far ???? https://t.co/e3jVerbDrL,0,Birmingham
120580,Rob Lewis,Birmingham,England,,2020-12-20,"This Christmas, in lieu of spending time with family I will be perfecting the shelling of walnuts. Come the breakdown in society that follows Brexit and Coronavirus this will be my life. I will be a sheller of walnuts.",4,Birmingham
120417,D-Malice Official ?,Bedford,England,,2020-12-20,??While we sit at home https://t.co/RztfymZ7PX,1,Bedford
120478,Alba Travel,Penrith,Cumbria,,2020-12-20,We have today been notified of a passenger on the T1201 route to Ullswater Community College and QEGS Penrith testing positive for Coronavirus (COVID-19).We have used the onboard CCTV to help identify those students that will need to self-isolate. The schools are in the ..(1),2,Cumbria
120321,Emma Louise Reeves,Reading,Berkshire,,2020-12-20,"Petition: Prioritise teachers, school and childcare staff for Covid-19 vaccination https://t.co/cKCmQ0Bz5y",2,Reading
120546,AA,Surrey,,,2020-12-20,The borders are closing !!!! https://t.co/ZKKuyCJfmJ,2,Surrey
120302,Blue Sky | Business Solutions,Stoke-on-Trent,,,2020-12-20,The message is simple #StayHomeSaveLives with new strain of rapid spreading coronavirus the message should be simple act like you may have the infection #StayHome #StaySafe #SaveLives https://t.co/1am7IsX0jP,1,Stoke-on-Trent
120588,NigeH64 ??,Stoke-on-Trent,,,2020-12-20,"Just read a tweet by a guy who thinks Covid-19 is a scam, can't cope with women presenters on #SPOTY , loves Brexit, hates BLM and believes Rashford made up his stories on food poverty.These people live amongst us.",1,Stoke-on-Trent
120213,Catherine Skinn,Sheffield,,,2020-12-20,A great gesture in difficult times...really missed Runswick this year https://t.co/VhqEkY16EC,3,Sheffield
120307,??David Hoyland??,Sheffield,,,2020-12-20,"Can¡¯t help thinking if Yorkshire had been placed in Tier 4, it wouldn¡¯t have received as much coverage on the news! #northsouthdivide #yorkshire #sheffield #COVID19 #tier4",1,Sheffield
120612,Richard ????????????,Sheffield,,,2020-12-20,@JamesEFoster @SkyNews Same stone as this new strain of COVID-19,2,Sheffield
120342,Nicola Monaghan,Nottingham,,,2020-12-20,This is like a scary visual of the new strain of the coronavirus waiting to board its train up north https://t.co/IG5TL1cTeA,3,Nottingham
120610,Tracy Madge ????,Nottingham,,,2020-12-20,@NHSanalyst86 six KPIs that make sense to me ... @lisa_dinsdale @EstherGaskill1 https://t.co/lLA4ZeJfr8,1,Nottingham
120197,Martin Humphries,Manchester,,,2020-12-20,Sample containing strain B.1.1.7 first collected 20/9/20 in Kent. https://t.co/JkphRbJZm8,2,Manchester
120332,Nicholas Hornby,Manchester,,,2020-12-20,@MattHancock That approach may work for #coronavirus but it categorically does not work for being a competent minister.,2,Manchester
120393,Andrew Smith ???? #SaveOurRights #FBPPR ????,Manchester,,,2020-12-20,"Of course Labour would have done better. At every stage they¡¯ve pointed out what the government should be doing., days or weeks before the ditherers did anything. https://t.co/t6QNUE77X0",0,Manchester
120557,?????? ??????????¨L?,Leicester,,,2020-12-20,READhttps://t.co/dg0skWSlcK,3,Leicester
120480,Hampshire999Videos,Hampshire,,,2020-12-20,@Portchester28 Santa Special Leaving Porchester Castle on Friday!#Santa #Santaspecial #Portchester #MerryChristmas #COVID19 https://t.co/WGwPgMQrE1,2,Hampshire
120633,Monster,Essex,,,2020-12-20,Great blog written by Mrs Cookie Monster https://t.co/Cd5QZN7awU,4,Essex
120182,Anders Roblin,Cardiff,,,2020-12-20,Looool. Imagine saying this after sending a whole nation into panic by cancelling Christmas with just a few hours notice. Absolute W?? https://t.co/VZxQbOaOdI,1,Cardiff
120379,Jame???,Bradford,,,2020-12-20,Holiday plans scrapped https://t.co/JAdB1Y5ELi,1,Bradford
120761,Ashley Theophane,London~New,York,City~Las,2020-12-21,"@M1k3ySCC @QdosNick @JamieMoore777 @afneil @JuliaHB1 @danwootton The UK has had 500,000 Covid-19 deaths? News to me. ??",2,York
120983,Real Housewife of South Yorkshire,Rotherham,S,Yorks,2020-12-21,Mine and my Mum¡¯s @DiveworldUK plan if we ever won the @TNLUK would be to ring up the other and jump on a plane to decide on a beach how to spend it. Sod¡¯s law we¡¯ll win it this week and can¡¯t go frickin anywhere .... not even Cleethorpes #covid #Covid19UK #coronavirus #COVID19,4,Rotherham
120942,@monrodriguez@mastodon.social,Sheffield,Hallam,University,2020-12-21,The News Media and Journalists of the UK don't do their job well... but we still have @PoliticsJOE_UK #COVID19 #PlagueIsland #christmastimeatall #covidtime https://t.co/XT8I7Ux5cy,3,Sheffield
120675,Leslie Asaiah-Asher,Potters,Bar,Hertfordshire,2020-12-21,@DrOakley1689 Unfortunately this new strain of COVID-19 virus is real and has basically rendered this vaccine ineffective here in the UK,0,Hertfordshire
120864,Leslie Asaiah-Asher,Potters,Bar,Hertfordshire,2020-12-21,"COVID-19 new variant vs EU Brexit; who will win the battle to cause the UK government the most grief this Christmas + New Year? Maybe they will join forces, creating a combined effect and severely impact the UK economy ??",1,Hertfordshire
120666,Jonathan Hartley ??????,Bury,St,Edmunds,2020-12-21,"The government's inept handling of Brexit and Covid-19 is about to give us a world beating end of the year shit show. We're all fucked, aren't we?",0,Bury
120725,Tom Murray,Bury,St,Edmunds,2020-12-21,"Wow damming indictment of @10DowningStreet lack  of swift action from Sir David King former chief medical officer, he said the government was to late at the start of coronavirus pandemic now he feels to late with the current n¨¦w strain, sometimes the facts hurt. This one's deadly",0,Bury
121128,Dayle C Ashford,Cardiff,South,Wales,2020-12-21,You can't buy a coat for a child but you can buy an ornamental beaver!?!?!? #essentialsWelsh supermarkets block off non-essential items including toyshttps://t.co/s7v0CTQB7J,0,Cardiff
121129,Dayle C Ashford,Cardiff,South,Wales,2020-12-21,Everything we know about the new coronavirus strain and how it's affecting Waleshttps://t.co/QRksB7chA3,4,Cardiff
121133,Dayle C Ashford,Cardiff,South,Wales,2020-12-21,Health minister warns new strain of coronavirus is now 'in every part of Wales'https://t.co/NYDmbik4uH,2,Cardiff
120960,Sean Greentree,Attleborough,Norfolk,UK,2020-12-21,Nice to see that Boris has run a comb through his hair before briefing the nation today! #COVID19 #coronavirus,4,Norfolk
120788,Anthony Brady,Caldicot,Monmouthshire,UK,2020-12-21,Thankfully I¡¯ve recovered after contracting Covid-19 and my period of self isolation ends tomorrow. I can now finally start to look forward to Christmas. Just hoping I can taste some of my Christmas dinner!  #staysafeoverchristmas,1,Monmouthshire
121085,catman,back,in,Manchester,2020-12-21,Not what you know its who you know jumped que there so it starts Joe Biden receives Covid-19 vaccine live on TVhttps://t.co/nazxzNhRE3Sent via @updayUK,4,Manchester
120904,Kevin Scott,Belfast,Northern,Ireland,2020-12-21,Stormont operating late last night as decisions around COVID-19 travel restrictions were debated by Ministers #Belfast #Stormont #EastBelfast #politics #northernireland #ni @ Stormont Estate https://t.co/OdnoxbYAGL,2,Belfast
120947,Andrew,Belfast,Northern,Ireland,2020-12-21,Just saying (again) https://t.co/hui8zpamxU,1,Belfast
120976,Peter Yew,Belfast,Northern,Ireland,2020-12-21,#COVID19 vaccine check ?. Feeling very proud of our NHS today. https://t.co/A850YNwQ8B,1,Belfast
121077,Jonny Harvey,Belfast,Northern,Ireland,2020-12-21,"That¡¯s it, they MUST meet tonight. After all it¡¯s only 3 days since the British Government phoned them and told them about the new strain ?? I think we should now nickname Arlene and Michelle Lightning and Det Cord respectively given their obviously very quick reactions ?? https://t.co/pjkLs6K7SX",1,Belfast
120965,Marie-Louise Connolly,Belfast,N,Ireland,2020-12-21,"Accord to @healthdpt around 14,000 so far in NI. https://t.co/VfKp1NIxrG",2,Belfast
120955,Teresa Sanderson (Tess),Frome,Somerset,England,2020-12-21,Why the heck can¡¯t he at least comb his blooming hair???????¡â? #coronavirus #DowningStreetBriefing #Covid_19 #mondaythoughts #Why https://t.co/dV3C7Ae4Uk,1,Somerset
120674,SteveC,Rayleigh,Essex,England,2020-12-21,"@SaltenasKarolis @BNODesk No ""To summarise, false-positive COVID-19 swab test results might be increasingly likely in the current epidemiological climate in the UK, with substantial consequences at the personal, health system, and societal levels"" this is from the Lancet https://t.co/0J1hYYtkjC",2,Essex
121039,Tricia Cassel-Gerard,Exmouth,Devon,England,2020-12-21,I've signed the petition to demand that Rishi Sunak makes emergency support available for thousands of businesses and workers hit by new tougher COVID-19 restrictions. Will you add your name? https://t.co/fnLEzVIVS7,1,Devon
120988,Chris Scruton,Manchester,where,else?,2020-12-21,"How has Covid19 mutated in the UK, and in the UK only????? Utter bollocks. Imagine being that gulible.",1,Manchester
120746,Andrew Grainger,London,and,Devon,2020-12-21,Excellent explanation: Coronavirus new variant ¨C genomics researcher answers key questions https://t.co/S9cYNFmNnJ via @ConversationUK,1,Devon
120776,Matt Wallace,Leicestershire,Great,Britain,2020-12-21,"@PicknellCraig Just done one, it¡¯s the right and proper thing to do as  #Leicester #Citizens we look out for each other ????????  #Covid_19 #coronavirus #StaySafe https://t.co/mZtA45bco2",3,Leicestershire
120850,Rhi | Photogenic Pompey,Portsmouth,&,Basingstoke,2020-12-21,There¡¯s still a few small #Basingstoke businesses who haven¡¯t applied for the Local Restrictions Support Grant ?? https://t.co/ywq7qitiGu,0,Portsmouth
121029,Damon Power Brown,Bedworth,Warwickshire,,2020-12-21,@LizKershawDJ @silverstrivers Well said Liz. As a nation we're calm judging by the shops today - calm  despite the best efforts of some in the media to create hysteria and falsely link the issue to Brexit as if the new strain of Covid-19 was created in Kent,4,Warwickshire
121007,Conwy Borough FC ?????????????? ????,Conwy,Wales,,2020-12-21,Unfortunately Elite Status for Tier 1 and 2 has been rescinded due to Covid-19. All fixtures are therefore postponed?? https://t.co/92cOzRxUKR,2,Conwy
